registry_id	ligand	receptor	ligand_entity_type	receptor_entity_type	ligand_components	receptor_components	source_methods	source_resources	source_databases	source_record_ids	pathway_labels	interaction_annotations	evidence_notes	cofactor_annotations	species_scope	direct_lr_candidate
LRREG_007514	Slc6a12_Gad2	Gabbr1	complex	gene	Slc6a12|Gad2	Gabbr1	cellchat	CellChatDB.mouse		GABA-B-GAD2_SLC6A12_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007515	Slc6a12_Gad2	Gabbr2	complex	gene	Slc6a12|Gad2	Gabbr2	cellchat	CellChatDB.mouse		GABA-B-GAD2_SLC6A12_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007516	Slc6a12_Gad2	Gabra1_Gabrb2	complex	complex	Slc6a12|Gad2	Gabra1|Gabrb2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A1B2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007517	Slc6a12_Gad2	Gabra1_Gabrb2_Gabrd	complex	complex	Slc6a12|Gad2	Gabra1|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A1B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007518	Slc6a12_Gad2	Gabra1_Gabrb2_Gabrg2	complex	complex	Slc6a12|Gad2	Gabra1|Gabrb2|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007519	Slc6a12_Gad2	Gabra1_Gabrb3	complex	complex	Slc6a12|Gad2	Gabra1|Gabrb3	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007520	Slc6a12_Gad2	Gabra1_Gabrb3_Gabrg2	complex	complex	Slc6a12|Gad2	Gabra1|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007521	Slc6a12_Gad2	Gabra2_Gabrb3_Gabrg2	complex	complex	Slc6a12|Gad2	Gabra2|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007522	Slc6a12_Gad2	Gabra3_Gabrb3_Gabre	complex	complex	Slc6a12|Gad2	Gabra3|Gabrb3|Gabre	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007523	Slc6a12_Gad2	Gabra3_Gabrb3_Gabrg2	complex	complex	Slc6a12|Gad2	Gabra3|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007524	Slc6a12_Gad2	Gabra3_Gabrb3_Gabrq	complex	complex	Slc6a12|Gad2	Gabra3|Gabrb3|Gabrq	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007525	Slc6a12_Gad2	Gabra4_Gabrb2_Gabrd	complex	complex	Slc6a12|Gad2	Gabra4|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007526	Slc6a12_Gad2	Gabra4_Gabrb3_Gabrd	complex	complex	Slc6a12|Gad2	Gabra4|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007527	Slc6a12_Gad2	Gabra4_Gabrb3_Gabrg2	complex	complex	Slc6a12|Gad2	Gabra4|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A4B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007528	Slc6a12_Gad2	Gabra5_Gabrb3_Gabrg2	complex	complex	Slc6a12|Gad2	Gabra5|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A5B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007529	Slc6a12_Gad2	Gabra6_Gabrb3_Gabrd	complex	complex	Slc6a12|Gad2	Gabra6|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A6B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007530	Slc6a12_Gad2	Gabra6_Gabrb3_Gabrg2	complex	complex	Slc6a12|Gad2	Gabra6|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A12_GABR_A6B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007531	Slc6a13_Gad1	Gabbr1	complex	gene	Slc6a13|Gad1	Gabbr1	cellchat	CellChatDB.mouse		GABA-B-GAD1_SLC6A13_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007532	Slc6a13_Gad1	Gabbr2	complex	gene	Slc6a13|Gad1	Gabbr2	cellchat	CellChatDB.mouse		GABA-B-GAD1_SLC6A13_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007533	Slc6a13_Gad1	Gabra1_Gabrb2	complex	complex	Slc6a13|Gad1	Gabra1|Gabrb2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A1B2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007534	Slc6a13_Gad1	Gabra1_Gabrb2_Gabrd	complex	complex	Slc6a13|Gad1	Gabra1|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A1B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007535	Slc6a13_Gad1	Gabra1_Gabrb2_Gabrg2	complex	complex	Slc6a13|Gad1	Gabra1|Gabrb2|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007536	Slc6a13_Gad1	Gabra1_Gabrb3	complex	complex	Slc6a13|Gad1	Gabra1|Gabrb3	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007537	Slc6a13_Gad1	Gabra1_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad1	Gabra1|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007538	Slc6a13_Gad1	Gabra2_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad1	Gabra2|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007539	Slc6a13_Gad1	Gabra3_Gabrb3_Gabre	complex	complex	Slc6a13|Gad1	Gabra3|Gabrb3|Gabre	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007540	Slc6a13_Gad1	Gabra3_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad1	Gabra3|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007541	Slc6a13_Gad1	Gabra3_Gabrb3_Gabrq	complex	complex	Slc6a13|Gad1	Gabra3|Gabrb3|Gabrq	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007542	Slc6a13_Gad1	Gabra4_Gabrb2_Gabrd	complex	complex	Slc6a13|Gad1	Gabra4|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007543	Slc6a13_Gad1	Gabra4_Gabrb3_Gabrd	complex	complex	Slc6a13|Gad1	Gabra4|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007544	Slc6a13_Gad1	Gabra4_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad1	Gabra4|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A4B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007545	Slc6a13_Gad1	Gabra5_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad1	Gabra5|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A5B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007546	Slc6a13_Gad1	Gabra6_Gabrb3_Gabrd	complex	complex	Slc6a13|Gad1	Gabra6|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A6B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007547	Slc6a13_Gad1	Gabra6_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad1	Gabra6|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A13_GABR_A6B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007548	Slc6a13_Gad2	Gabbr1	complex	gene	Slc6a13|Gad2	Gabbr1	cellchat	CellChatDB.mouse		GABA-B-GAD2_SLC6A13_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007549	Slc6a13_Gad2	Gabbr2	complex	gene	Slc6a13|Gad2	Gabbr2	cellchat	CellChatDB.mouse		GABA-B-GAD2_SLC6A13_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007550	Slc6a13_Gad2	Gabra1_Gabrb2	complex	complex	Slc6a13|Gad2	Gabra1|Gabrb2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A1B2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007551	Slc6a13_Gad2	Gabra1_Gabrb2_Gabrd	complex	complex	Slc6a13|Gad2	Gabra1|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A1B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007552	Slc6a13_Gad2	Gabra1_Gabrb2_Gabrg2	complex	complex	Slc6a13|Gad2	Gabra1|Gabrb2|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007553	Slc6a13_Gad2	Gabra1_Gabrb3	complex	complex	Slc6a13|Gad2	Gabra1|Gabrb3	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007554	Slc6a13_Gad2	Gabra1_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad2	Gabra1|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007555	Slc6a13_Gad2	Gabra2_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad2	Gabra2|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007556	Slc6a13_Gad2	Gabra3_Gabrb3_Gabre	complex	complex	Slc6a13|Gad2	Gabra3|Gabrb3|Gabre	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007557	Slc6a13_Gad2	Gabra3_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad2	Gabra3|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007558	Slc6a13_Gad2	Gabra3_Gabrb3_Gabrq	complex	complex	Slc6a13|Gad2	Gabra3|Gabrb3|Gabrq	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007559	Slc6a13_Gad2	Gabra4_Gabrb2_Gabrd	complex	complex	Slc6a13|Gad2	Gabra4|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007560	Slc6a13_Gad2	Gabra4_Gabrb3_Gabrd	complex	complex	Slc6a13|Gad2	Gabra4|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007561	Slc6a13_Gad2	Gabra4_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad2	Gabra4|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A4B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007562	Slc6a13_Gad2	Gabra5_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad2	Gabra5|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A5B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007563	Slc6a13_Gad2	Gabra6_Gabrb3_Gabrd	complex	complex	Slc6a13|Gad2	Gabra6|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A6B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007564	Slc6a13_Gad2	Gabra6_Gabrb3_Gabrg2	complex	complex	Slc6a13|Gad2	Gabra6|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A13_GABR_A6B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007565	Slc6a1_Gad1	Gabbr1	complex	gene	Slc6a1|Gad1	Gabbr1	cellchat	CellChatDB.mouse		GABA-B-GAD1_SLC6A1_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007566	Slc6a1_Gad1	Gabbr2	complex	gene	Slc6a1|Gad1	Gabbr2	cellchat	CellChatDB.mouse		GABA-B-GAD1_SLC6A1_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007567	Slc6a1_Gad1	Gabra1_Gabrb2	complex	complex	Slc6a1|Gad1	Gabra1|Gabrb2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A1B2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007568	Slc6a1_Gad1	Gabra1_Gabrb2_Gabrd	complex	complex	Slc6a1|Gad1	Gabra1|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A1B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007569	Slc6a1_Gad1	Gabra1_Gabrb2_Gabrg2	complex	complex	Slc6a1|Gad1	Gabra1|Gabrb2|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007570	Slc6a1_Gad1	Gabra1_Gabrb3	complex	complex	Slc6a1|Gad1	Gabra1|Gabrb3	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007571	Slc6a1_Gad1	Gabra1_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad1	Gabra1|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007572	Slc6a1_Gad1	Gabra2_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad1	Gabra2|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007573	Slc6a1_Gad1	Gabra3_Gabrb3_Gabre	complex	complex	Slc6a1|Gad1	Gabra3|Gabrb3|Gabre	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007574	Slc6a1_Gad1	Gabra3_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad1	Gabra3|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007575	Slc6a1_Gad1	Gabra3_Gabrb3_Gabrq	complex	complex	Slc6a1|Gad1	Gabra3|Gabrb3|Gabrq	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007576	Slc6a1_Gad1	Gabra4_Gabrb2_Gabrd	complex	complex	Slc6a1|Gad1	Gabra4|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007577	Slc6a1_Gad1	Gabra4_Gabrb3_Gabrd	complex	complex	Slc6a1|Gad1	Gabra4|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007578	Slc6a1_Gad1	Gabra4_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad1	Gabra4|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A4B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007579	Slc6a1_Gad1	Gabra5_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad1	Gabra5|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A5B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007580	Slc6a1_Gad1	Gabra6_Gabrb3_Gabrd	complex	complex	Slc6a1|Gad1	Gabra6|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A6B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007581	Slc6a1_Gad1	Gabra6_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad1	Gabra6|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD1_SLC6A1_GABR_A6B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007582	Slc6a1_Gad2	Gabbr1	complex	gene	Slc6a1|Gad2	Gabbr1	cellchat	CellChatDB.mouse		GABA-B-GAD2_SLC6A1_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007583	Slc6a1_Gad2	Gabbr2	complex	gene	Slc6a1|Gad2	Gabbr2	cellchat	CellChatDB.mouse		GABA-B-GAD2_SLC6A1_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		mouse	true
LRREG_007584	Slc6a1_Gad2	Gabra1_Gabrb2	complex	complex	Slc6a1|Gad2	Gabra1|Gabrb2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A1B2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007585	Slc6a1_Gad2	Gabra1_Gabrb2_Gabrd	complex	complex	Slc6a1|Gad2	Gabra1|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A1B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007586	Slc6a1_Gad2	Gabra1_Gabrb2_Gabrg2	complex	complex	Slc6a1|Gad2	Gabra1|Gabrb2|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007587	Slc6a1_Gad2	Gabra1_Gabrb3	complex	complex	Slc6a1|Gad2	Gabra1|Gabrb3	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007588	Slc6a1_Gad2	Gabra1_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad2	Gabra1|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007589	Slc6a1_Gad2	Gabra2_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad2	Gabra2|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007590	Slc6a1_Gad2	Gabra3_Gabrb3_Gabre	complex	complex	Slc6a1|Gad2	Gabra3|Gabrb3|Gabre	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007591	Slc6a1_Gad2	Gabra3_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad2	Gabra3|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007592	Slc6a1_Gad2	Gabra3_Gabrb3_Gabrq	complex	complex	Slc6a1|Gad2	Gabra3|Gabrb3|Gabrq	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007593	Slc6a1_Gad2	Gabra4_Gabrb2_Gabrd	complex	complex	Slc6a1|Gad2	Gabra4|Gabrb2|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007594	Slc6a1_Gad2	Gabra4_Gabrb3_Gabrd	complex	complex	Slc6a1|Gad2	Gabra4|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007595	Slc6a1_Gad2	Gabra4_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad2	Gabra4|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A4B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007596	Slc6a1_Gad2	Gabra5_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad2	Gabra5|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A5B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007597	Slc6a1_Gad2	Gabra6_Gabrb3_Gabrd	complex	complex	Slc6a1|Gad2	Gabra6|Gabrb3|Gabrd	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A6B3D	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007598	Slc6a1_Gad2	Gabra6_Gabrb3_Gabrg2	complex	complex	Slc6a1|Gad2	Gabra6|Gabrb3|Gabrg2	cellchat	CellChatDB.mouse		GABA-A-GAD2_SLC6A1_GABR_A6B3G2	GABA-A	Non-protein Signaling	PMID: 34417930;PMID: 23038269		mouse	true
LRREG_007599	Slc6a5_Shmt1	Glra1_Glrb	complex	complex	Slc6a5|Shmt1	Glra1|Glrb	cellchat	CellChatDB.mouse		Glycine-Gly-SHMT1_SLC6A5_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721		mouse	true
LRREG_007600	Slc6a5_Shmt1	Glra2	complex	gene	Slc6a5|Shmt1	Glra2	cellchat	CellChatDB.mouse		Glycine-Gly-SHMT1_SLC6A5_GLRA2	Glycine	Non-protein Signaling	PMID: 9131721		mouse	true
LRREG_007601	Slc6a5_Shmt2	Glra1_Glrb	complex	complex	Slc6a5|Shmt2	Glra1|Glrb	cellchat	CellChatDB.mouse		Glycine-Gly-SHMT2_SLC6A5_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721		mouse	true
LRREG_007602	Slc6a5_Shmt2	Glra2	complex	gene	Slc6a5|Shmt2	Glra2	cellchat	CellChatDB.mouse		Glycine-Gly-SHMT2_SLC6A5_GLRA2	Glycine	Non-protein Signaling	PMID: 9131721		mouse	true
