registry_id	ligand	receptor	ligand_entity_type	receptor_entity_type	ligand_components	receptor_components	source_methods	source_resources	source_databases	source_record_ids	pathway_labels	interaction_annotations	evidence_notes	cofactor_annotations	species_scope	direct_lr_candidate
LRREG_000001	2300002M23Rik	Ddr1	gene	gene	2300002M23Rik	Ddr1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000002	2610528A11Rik	Gpr15	gene	gene	2610528A11Rik	Gpr15	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000003	9530003J23Rik	Itgal	gene	gene	9530003J23Rik	Itgal	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000004	A2m	Klk1	gene	gene	A2m	Klk1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000005	A2m	Klk1b1	gene	gene	A2m	Klk1b1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000006	A2m	Klk1b11	gene	gene	A2m	Klk1b11	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000007	A2m	Klk1b16	gene	gene	A2m	Klk1b16	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000008	A2m	Klk1b21	gene	gene	A2m	Klk1b21	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000009	A2m	Klk1b22	gene	gene	A2m	Klk1b22	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000010	A2m	Klk1b24	gene	gene	A2m	Klk1b24	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000011	A2m	Klk1b26	gene	gene	A2m	Klk1b26	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000012	A2m	Klk1b27	gene	gene	A2m	Klk1b27	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000013	A2m	Klk1b3	gene	gene	A2m	Klk1b3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000014	A2m	Klk1b4	gene	gene	A2m	Klk1b4	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000015	A2m	Klk1b5	gene	gene	A2m	Klk1b5	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000016	A2m	Klk1b8	gene	gene	A2m	Klk1b8	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000017	A2m	Klk1b9	gene	gene	A2m	Klk1b9	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000018	A2m	Lrp1	gene	gene	A2m	Lrp1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000019	A2m	Mmp2	gene	gene	A2m	Mmp2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000020	A2m	Mmp9	gene	gene	A2m	Mmp9	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000021	AU040320	Ildr1	gene	gene	AU040320	Ildr1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000022	AU040320	Mpzl3	gene	gene	AU040320	Mpzl3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000023	AU040320	Siglece	gene	gene	AU040320	Siglece	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000024	AU040320	Siglecf	gene	gene	AU040320	Siglecf	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000025	AU040320	Unc5a	gene	gene	AU040320	Unc5a	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000026	Aanat	Mtnr1a	gene	gene	Aanat	Mtnr1a	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000027	Aanat	Mtnr1b	gene	gene	Aanat	Mtnr1b	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000028	Abca1	Apoa1	gene	gene	Abca1	Apoa1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000029	Abca1	Megf10	gene	gene	Abca1	Megf10	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000030	Ace	Agtr2	gene	gene	Ace	Agtr2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000031	Ace	Bdkrb2	gene	gene	Ace	Bdkrb2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000032	Ace2	Slc6a19	gene	gene	Ace2	Slc6a19	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000033	Ace2	Tigit	gene	gene	Ace2	Tigit	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000034	Ace2	Tnfrsf11a	gene	gene	Ace2	Tnfrsf11a	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000035	Ace2	Tnfrsf11b	gene	gene	Ace2	Tnfrsf11b	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000036	Acp4	Erbb4	gene	gene	Acp4	Erbb4	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000037	Acp4	Vstm2b	gene	gene	Acp4	Vstm2b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000038	Actr2	Adrb2	gene	gene	Actr2	Adrb2	liana	mouseconsensus							mouse	true
LRREG_000039	Actr2	Ldlr	gene	gene	Actr2	Ldlr	liana	mouseconsensus							mouse	true
LRREG_000040	Actr2	Lrp2	gene	gene	Actr2	Lrp2	liana	mouseconsensus							mouse	true
LRREG_000041	Ada	Dpp4	gene	gene	Ada	Dpp4	liana	mouseconsensus							mouse	true
LRREG_000042	Adam10	App	gene	gene	Adam10	App	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000043	Adam10	Axl	gene	gene	Adam10	Axl	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000044	Adam10	Cadm1	gene	gene	Adam10	Cadm1	liana	mouseconsensus							mouse	true
LRREG_000045	Adam10	Cd44	gene	gene	Adam10	Cd44	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000046	Adam10	Epha3	gene	gene	Adam10	Epha3	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000047	Adam10	Gpnmb	gene	gene	Adam10	Gpnmb	liana	mouseconsensus							mouse	true
LRREG_000048	Adam10	Il6ra	gene	gene	Adam10	Il6ra	liana	mouseconsensus							mouse	true
LRREG_000049	Adam10	Met	gene	gene	Adam10	Met	liana	mouseconsensus							mouse	true
LRREG_000050	Adam10	Notch1	gene	gene	Adam10	Notch1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000051	Adam10	Notch2	gene	gene	Adam10	Notch2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000052	Adam10	Notch3	gene	gene	Adam10	Notch3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000053	Adam10	Notch4	gene	gene	Adam10	Notch4	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000054	Adam10	Nrcam	gene	gene	Adam10	Nrcam	liana	mouseconsensus							mouse	true
LRREG_000055	Adam10	Trem2	gene	gene	Adam10	Trem2	liana	mouseconsensus							mouse	true
LRREG_000056	Adam10	Tspan10	gene	gene	Adam10	Tspan10	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000057	Adam10	Tspan12	gene	gene	Adam10	Tspan12	liana	mouseconsensus							mouse	true
LRREG_000058	Adam10	Tspan14	gene	gene	Adam10	Tspan14	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000059	Adam10	Tspan15	gene	gene	Adam10	Tspan15	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000060	Adam10	Tspan17	gene	gene	Adam10	Tspan17	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000061	Adam10	Tspan33	gene	gene	Adam10	Tspan33	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000062	Adam10	Tspan5	gene	gene	Adam10	Tspan5	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000063	Adam11	Ccr4	gene	gene	Adam11	Ccr4	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000064	Adam11	Itga4	gene	gene	Adam11	Itga4	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000065	Adam12	Itga9	gene	gene	Adam12	Itga9	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000066	Adam12	Itgb1	gene	gene	Adam12	Itgb1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000067	Adam12	Sdc4	gene	gene	Adam12	Sdc4	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000068	Adam15	Itga5	gene	gene	Adam15	Itga5	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000069	Adam15	Itga9	gene	gene	Adam15	Itga9	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000070	Adam15	Itgav	gene	gene	Adam15	Itgav	liana	mouseconsensus							mouse	true
LRREG_000071	Adam15	Itgb1	gene	gene	Adam15	Itgb1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000072	Adam15	Itgb3	gene	gene	Adam15	Itgb3	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000073	Adam17	Erbb4	gene	gene	Adam17	Erbb4	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000074	Adam17	Il6ra	gene	gene	Adam17	Il6ra	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000075	Adam17	Itga5	gene	gene	Adam17	Itga5	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000076	Adam17	Itgb1	gene	gene	Adam17	Itgb1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000077	Adam17	Met	gene	gene	Adam17	Met	liana	mouseconsensus							mouse	true
LRREG_000078	Adam17	Muc1	gene	gene	Adam17	Muc1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000079	Adam17	Notch1	gene	gene	Adam17	Notch1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000080	Adam17	Notch2	gene	gene	Adam17	Notch2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000081	Adam17	Notch3	gene	gene	Adam17	Notch3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000082	Adam17	Notch4	gene	gene	Adam17	Notch4	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000083	Adam17	Rhbdf2	gene	gene	Adam17	Rhbdf2	liana	mouseconsensus							mouse	true
LRREG_000084	Adam2	Cd9	gene	gene	Adam2	Cd9	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000085	Adam2	Itga6	gene	gene	Adam2	Itga6	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000086	Adam2	Itga9	gene	gene	Adam2	Itga9	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000087	Adam2	Itgb1	gene	gene	Adam2	Itgb1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000088	Adam2	Itgb7	gene	gene	Adam2	Itgb7	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000089	Adam20	Il1rapl1	gene	gene	Adam20	Il1rapl1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000090	Adam20	Il1rapl2	gene	gene	Adam20	Il1rapl2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000091	Adam21	Clec12b	gene	gene	Adam21	Clec12b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000092	Adam21	Flt4	gene	gene	Adam21	Flt4	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000093	Adam21	Igsf21	gene	gene	Adam21	Igsf21	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000094	Adam23	Itga4	gene	gene	Adam23	Itga4	liana	mouseconsensus							mouse	true
LRREG_000095	Adam23	Itga5	gene	gene	Adam23	Itga5	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000096	Adam23	Itgb3	gene	gene	Adam23	Itgb3	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000097	Adam25	Il1rapl1	gene	gene	Adam25	Il1rapl1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000098	Adam25	Il1rapl2	gene	gene	Adam25	Il1rapl2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000099	Adam28	Itga4	gene	gene	Adam28	Itga4	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000100	Adam29	Itga4	gene	gene	Adam29	Itga4	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000101	Adam39	Il1rapl1	gene	gene	Adam39	Il1rapl1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000102	Adam39	Il1rapl2	gene	gene	Adam39	Il1rapl2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000103	Adam7	Itga4	gene	gene	Adam7	Itga4	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000104	Adam7	Itgb7	gene	gene	Adam7	Itgb7	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000105	Adam9	Itga3	gene	gene	Adam9	Itga3	liana	mouseconsensus							mouse	true
LRREG_000106	Adam9	Itga6	gene	gene	Adam9	Itga6	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000107	Adam9	Itgav	gene	gene	Adam9	Itgav	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000108	Adam9	Itgb1	gene	gene	Adam9	Itgb1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000109	Adam9	Itgb5	gene	gene	Adam9	Itgb5	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000110	Adamts3	Ccbe1	gene	gene	Adamts3	Ccbe1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000111	Adcyap1	Adcyap1r1	gene	gene	Adcyap1	Adcyap1r1	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	ADCYAP1_ADCYAP1R1	PACAP	Secreted Signaling	PMID: 21350482		mouse	true
LRREG_000112	Adcyap1	Adrb2	gene	gene	Adcyap1	Adrb2	liana	mouseconsensus							mouse	true
LRREG_000113	Adcyap1	Adrb3	gene	gene	Adcyap1	Adrb3	liana	mouseconsensus							mouse	true
LRREG_000114	Adcyap1	Dpp4	gene	gene	Adcyap1	Dpp4	liana	mouseconsensus							mouse	true
LRREG_000115	Adcyap1	Gpr20	gene	gene	Adcyap1	Gpr20	liana	mouseconsensus							mouse	true
LRREG_000116	Adcyap1	Gpr84	gene	gene	Adcyap1	Gpr84	liana	mouseconsensus							mouse	true
LRREG_000117	Adcyap1	Pth1r	gene	gene	Adcyap1	Pth1r	liana	mouseconsensus							mouse	true
LRREG_000118	Adcyap1	Ramp2	gene	gene	Adcyap1	Ramp2	liana	mouseconsensus							mouse	true
LRREG_000119	Adcyap1	Ramp3	gene	gene	Adcyap1	Ramp3	liana	mouseconsensus							mouse	true
LRREG_000120	Adcyap1	Sctr	gene	gene	Adcyap1	Sctr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000121	Adcyap1	Tshr	gene	gene	Adcyap1	Tshr	liana	mouseconsensus							mouse	true
LRREG_000122	Adcyap1	Vipr1	gene	gene	Adcyap1	Vipr1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000123	Adcyap1	Vipr2	gene	gene	Adcyap1	Vipr2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000124	Adgrb1	Rtn4r	gene	gene	Adgrb1	Rtn4r	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000125	Adgre5	Cd55	gene	gene	Adgre5	Cd55	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000126	Adgre5	Cd55b	gene	gene	Adgre5	Cd55b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000127	Adgrf5	Treml2	gene	gene	Adgrf5	Treml2	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000128	Adipoq	Adipor1	gene	gene	Adipoq	Adipor1	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	ADIPOQ_ADIPOR1	ADIPONECTIN	Secreted Signaling	PMID: 21284979		mouse	true
LRREG_000129	Adipoq	Adipor2	gene	gene	Adipoq	Adipor2	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	ADIPOQ_ADIPOR2	ADIPONECTIN	Secreted Signaling	PMID: 21284979		mouse	true
LRREG_000130	Adipoq	Asgr2	gene	gene	Adipoq	Asgr2	liana	mouseconsensus							mouse	true
LRREG_000131	Adipoq	Cnr2	gene	gene	Adipoq	Cnr2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000132	Adipoq	Ffar3	gene	gene	Adipoq	Ffar3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000133	Adipoq	Gpr152	gene	gene	Adipoq	Gpr152	liana	mouseconsensus							mouse	true
LRREG_000134	Adipoq	Prokr2	gene	gene	Adipoq	Prokr2	liana	mouseconsensus							mouse	true
LRREG_000135	Adm	Ackr3	gene	gene	Adm	Ackr3	liana	mouseconsensus							mouse	true
LRREG_000136	Adm	Adcyap1r1	gene	gene	Adm	Adcyap1r1	liana	mouseconsensus							mouse	true
LRREG_000137	Adm	Adrb2	gene	gene	Adm	Adrb2	liana	mouseconsensus							mouse	true
LRREG_000138	Adm	Adrb3	gene	gene	Adm	Adrb3	liana	mouseconsensus							mouse	true
LRREG_000139	Adm	Calcr	gene	gene	Adm	Calcr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000140	Adm	Calcr_Ramp1	gene	complex	Adm	Calcr|Ramp1	cellchat	CellChatDB.mouse		ADM_CALCRL_RAMP1|ADM_CALCR_RAMP1	ADM	Secreted Signaling	PMID: 33462236		mouse	true
LRREG_000141	Adm	Calcr_Ramp2	gene	complex	Adm	Calcr|Ramp2	cellchat	CellChatDB.mouse		ADM_CALCRL_RAMP2|ADM_CALCR_RAMP2	ADM	Secreted Signaling	PMID: 33462236		mouse	true
LRREG_000142	Adm	Calcr_Ramp3	gene	complex	Adm	Calcr|Ramp3	cellchat	CellChatDB.mouse		ADM_CALCRL_RAMP3|ADM_CALCR_RAMP3	ADM	Secreted Signaling	PMID: 33462236		mouse	true
LRREG_000143	Adm	Calcrl	gene	gene	Adm	Calcrl	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000144	Adm	Dclk3	gene	gene	Adm	Dclk3	liana	mouseconsensus							mouse	true
LRREG_000145	Adm	Gpr182	gene	gene	Adm	Gpr182	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000146	Adm	Gpr20	gene	gene	Adm	Gpr20	liana	mouseconsensus							mouse	true
LRREG_000147	Adm	Gpr84	gene	gene	Adm	Gpr84	liana	mouseconsensus							mouse	true
LRREG_000148	Adm	Mrgpra1	gene	gene	Adm	Mrgpra1	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000149	Adm	Mrgpra2a	gene	gene	Adm	Mrgpra2a	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000150	Adm	Mrgpra2b	gene	gene	Adm	Mrgpra2b	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000151	Adm	Mrgpra3	gene	gene	Adm	Mrgpra3	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000152	Adm	Mrgpra4	gene	gene	Adm	Mrgpra4	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000153	Adm	Mrgpra6	gene	gene	Adm	Mrgpra6	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000154	Adm	Mrgpra9	gene	gene	Adm	Mrgpra9	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000155	Adm	Mrgprb1	gene	gene	Adm	Mrgprb1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000156	Adm	Mrgprb2	gene	gene	Adm	Mrgprb2	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000157	Adm	Mrgprb3	gene	gene	Adm	Mrgprb3	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000158	Adm	Mrgprb4	gene	gene	Adm	Mrgprb4	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000159	Adm	Mrgprb5	gene	gene	Adm	Mrgprb5	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000160	Adm	Mrgprb8	gene	gene	Adm	Mrgprb8	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000161	Adm	Mrgprx1	gene	gene	Adm	Mrgprx1	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000162	Adm	Mrgprx2	gene	gene	Adm	Mrgprx2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren|omnipath						mouse	true
LRREG_000163	Adm	Pth1r	gene	gene	Adm	Pth1r	liana	mouseconsensus							mouse	true
LRREG_000164	Adm	Ramp1	gene	gene	Adm	Ramp1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000165	Adm	Ramp2	gene	gene	Adm	Ramp2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000166	Adm	Ramp3	gene	gene	Adm	Ramp3	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000167	Adm	Tshr	gene	gene	Adm	Tshr	liana	mouseconsensus							mouse	true
LRREG_000168	Adm	Vipr1	gene	gene	Adm	Vipr1	liana	mouseconsensus							mouse	true
LRREG_000169	Adm2	Adcyap1r1	gene	gene	Adm2	Adcyap1r1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000170	Adm2	Adrb2	gene	gene	Adm2	Adrb2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000171	Adm2	Adrb3	gene	gene	Adm2	Adrb3	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000172	Adm2	Calcr	gene	gene	Adm2	Calcr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000173	Adm2	Calcrl	gene	gene	Adm2	Calcrl	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000174	Adm2	Dclk3	gene	gene	Adm2	Dclk3	liana	mouseconsensus							mouse	true
LRREG_000175	Adm2	Gpr20	gene	gene	Adm2	Gpr20	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000176	Adm2	Gpr84	gene	gene	Adm2	Gpr84	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000177	Adm2	Pth1r	gene	gene	Adm2	Pth1r	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000178	Adm2	Ramp1	gene	gene	Adm2	Ramp1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000179	Adm2	Ramp2	gene	gene	Adm2	Ramp2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000180	Adm2	Ramp3	gene	gene	Adm2	Ramp3	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000181	Adm2	Tshr	gene	gene	Adm2	Tshr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000182	Adm2	Vipr1	gene	gene	Adm2	Vipr1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000183	Ado	Adora1	gene	gene	Ado	Adora1	liana	mouseconsensus							mouse	true
LRREG_000184	Ado	Adora2a	gene	gene	Ado	Adora2a	liana	mouseconsensus							mouse	true
LRREG_000185	Ado	Adora2b	gene	gene	Ado	Adora2b	liana	mouseconsensus							mouse	true
LRREG_000186	Ado	Adora3	gene	gene	Ado	Adora3	liana	mouseconsensus							mouse	true
LRREG_000187	Agrn	Atp1a3	gene	gene	Agrn	Atp1a3	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000188	Agrn	Chrnb3	gene	gene	Agrn	Chrnb3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000189	Agrn	Dag1	gene	gene	Agrn	Dag1	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	AGRN_DAG1	AGRN	ECM-Receptor	KEGG: mmu04512		mouse	true
LRREG_000190	Agrn	Itgb1	gene	gene	Agrn	Itgb1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
