tf_key	display_symbols	species_scopes	source_registries	reported_contributor_labels	human_current_sets	mouse_current_sets	vertebrate_profile_current_sets	human_status	mouse_status	vertebrate_profile_status	current_entity_ids	species_scope_count	current_any_species	new_species_scopes	dedupe_status	notes
bahd1	BAHD1	human	TFLink					new_candidate				1	false	human	new_candidate	
banp	BANP;Banp	human;vertebrates	JASPAR_CORE;TFLink					new_candidate		new_candidate		2	false	human;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bap1	BAP1	human	TFLink					new_candidate				1	false	human	new_candidate	
bap18	BAP18	human	TFLink					new_candidate				1	false	human	new_candidate	
bard1	BARD1	human	TFLink;TRRUST	TRRUST				existing_public_pair_union				1	false		existing_or_canonical	
barhl1	BARHL1;Barhl1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink					new_candidate	new_candidate	new_candidate		3	false	human;mouse;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
barhl2	BARHL2;Barhl2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs					new_candidate	new_candidate	new_candidate		3	false	human;mouse;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
barx1	BARX1;Barx1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink					new_candidate	new_candidate	new_candidate		3	false	human;mouse;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
barx2	BARX2;Barx2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union	new_candidate		3	false	vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
batf	BATF;Batf	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;ReMap_DoRothEA;TRRUST				existing_public_pair_union	existing_public_pair_union	new_candidate		3	false	vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
batf2	BATF2;Batf2	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				new_candidate	existing_public_pair_union			2	false	human	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
batf3	BATF3;Batf3	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				new_candidate	existing_public_pair_union	new_candidate		3	false	human;vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
baz1a	Baz1a	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
baz1b	Baz1b	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
baz2a	BAZ2A;Baz2a	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
baz2b	BAZ2B;Baz2b	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
bbx	BBX;Bbx	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
bc024063	BC024063	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
bc025920	BC025920	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
bche	BCHE	human	TFLink					new_candidate				1	false	human	new_candidate	
bcl11a	BCL11A;Bcl11a	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union	new_candidate		3	false	vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bcl11b	BCL11B;Bcl11B;Bcl11b	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				new_candidate	existing_public_pair_union	new_candidate		3	false	human;vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bcl3	BCL3;Bcl3	human;mouse	TFLink;TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union			2	false		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
bcl6	BCL6;Bcl6	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;IntAct_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon	existing_public_pair_union	existing_public_pair_union	canonical_name_or_species_scope_match	16803	3	true		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bcl6b	BCL6B;Bcl6b	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				new_candidate	existing_public_pair_union	new_candidate		3	false	human;vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bclaf1	BCLAF1;Bclaf1	human;mouse	AnimalTFDB3;TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
bcor	BCOR;Bcor	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
bdp1	BDP1	human	TFLink;TRRUST	TRRUST				existing_public_pair_union				1	false		existing_or_canonical	
bhlha15	BHLHA15;Bhlha15	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink					new_candidate	new_candidate	new_candidate		3	false	human;mouse;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bhlha9	BHLHA9;Bhlha9	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
bhlhe22	BHLHE22;Bhlhe22	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink					new_candidate	new_candidate	new_candidate		3	false	human;mouse;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bhlhe23	BHLHE23;Bhlhe23	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs					new_candidate	new_candidate	new_candidate		3	false	human;mouse;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bhlhe40	BHLHE40;Bhlhe40	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	ARACNe-GTEx_DoRothEA;DoRothEA;HOCOMOCO_DoRothEA;ReMap_DoRothEA;TRRUST				existing_public_pair_union	existing_public_pair_union	new_candidate		3	false	vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bhlhe41	BHLHE41;Bhlhe41	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				existing_public_pair_union	new_candidate	new_candidate		3	false	mouse;vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
bhmg1	BHMG1	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
bicra	BICRA	human	TFLink					new_candidate				1	false	human	new_candidate	
bin1	BIN1	human	TFLink;TRRUST	TRRUST				existing_public_pair_union				1	false		existing_or_canonical	
blzf1	BLZF1;Blzf1	human;mouse	AnimalTFDB3					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
bmal1	BMAL1;Bmal1	human;mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFe_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon		existing_public_pair_union	existing_public_pair_union		16804	2	true		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
bmal2	BMAL2;Bmal2	human;mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA				existing_public_pair_union	existing_public_pair_union			2	false		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
bmi1	BMI1;Bmi1	human;mouse	TFLink;TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union			2	false		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
bmp4	Bmp4	mouse	TFLink;TRRUST	TRRUST					existing_public_pair_union			1	false		existing_or_canonical	
bmp6	Bmp6	mouse	TFLink;TRRUST	TRRUST					existing_public_pair_union			1	false		existing_or_canonical	
bmpr1a	BMPR1A	human	TFLink					new_candidate				1	false	human	new_candidate	
bnc1	BNC1;Bnc1	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
bnc2	BNC2;Bnc2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs					new_candidate	new_candidate	new_candidate		3	false	human;mouse;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
borcs8-mef2b	BORCS8-MEF2B	human	AnimalTFDB3;Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
bptf	BPTF	human	Lambert_HumanTFs;TFLink;TRRUST	TRRUST				existing_public_pair_union				1	false		existing_or_canonical	
brca1	BRCA1;Brca1	human;mouse	TFLink;TRRUST	TRRUST	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon		existing_public_pair_union	existing_public_pair_union		16730	2	true		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
brca2	BRCA2;Brca2	human;mouse	TFLink;TRRUST	TRRUST	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon		existing_public_pair_union	existing_public_pair_union		16805	2	true		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
brd1	BRD1	human	TFLink					new_candidate				1	false	human	new_candidate	
brd2	BRD2;Brd2	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
brd3	BRD3;Brd3	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
brd4	BRD4;Brd4	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
brd7	BRD7	human	TFLink;TRRUST	TRRUST				existing_public_pair_union				1	false		existing_or_canonical	
brd9	BRD9;Brd9	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
brf1	BRF1	human	TFLink					new_candidate				1	false	human	new_candidate	
brf2	BRF2	human	Lambert_HumanTFs;TFLink					new_candidate				1	false	human	new_candidate	
brip1	BRIP1;Brip1	human;mouse	TFLink;TRRUST	TRRUST				existing_public_pair_union	new_candidate			2	false	mouse	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
brpf1	BRPF1	human	TFLink;TRRUST	TRRUST				existing_public_pair_union				1	false		existing_or_canonical	
brpf3	BRPF3	human	TFLink					new_candidate				1	false	human	new_candidate	
brwd1	Brwd1	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
bsx	BSX;Bsx	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs					new_candidate	new_candidate	new_candidate		3	false	human;mouse;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
btaf1	BTAF1;Btaf1	human;mouse	TFLink;TRRUST	TRRUST	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon		existing_public_pair_union	canonical_name_or_species_scope_match		16806	2	true		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
btf3	BTF3	human	TFLink;TRRUST	TRRUST				existing_public_pair_union				1	false		existing_or_canonical	
btg2	BTG2;Btg2	human;mouse	TFLink;TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union			2	false		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
btn3a2	BTN3A2	human	TFLink					new_candidate				1	false	human	new_candidate	
btn3a3	BTN3A3	human	TFLink					new_candidate				1	false	human	new_candidate	
bub3	Bub3	mouse	TFLink;TRRUST	TRRUST					existing_public_pair_union			1	false		existing_or_canonical	
c-myc	c-myc	human	TFLink					new_candidate				1	false	human	new_candidate	
c11orf95	C11orf95	human	AnimalTFDB3;Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
caaa01180111	CAAA01180111	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
camta1	CAMTA1;Camta1	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
camta2	CAMTA2;Camta2	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
capg	Capg	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
capn15	CAPN15;Capn15	human;mouse	AnimalTFDB3					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
carf	CARF;Carf	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
carhsp1	CARHSP1;Carhsp1	human;mouse	AnimalTFDB3					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
carm1	CARM1;Carm1	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
casp8ap2	CASP8AP2	human	TFLink					new_candidate				1	false	human	new_candidate	
casz1	CASZ1;Casz1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink					new_candidate	new_candidate	new_candidate		3	false	human;mouse;vertebrates	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
cat	CAT;Cat	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
cavin1	CAVIN1	human	TFLink					new_candidate				1	false	human	new_candidate	
cbfa2t2	CBFA2T2	human	TFLink					new_candidate				1	false	human	new_candidate	
cbfa2t3	CBFA2T3;Cbfa2t3	human;mouse	TFLink;TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union			2	false		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
cbfb	CBFB;Cbfb	human;mouse	AnimalTFDB3;TFLink;TRRUST	TRRUST				existing_public_pair_union	new_candidate			2	false	mouse	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
cbll2	CBLL2	human	TFLink					new_candidate				1	false	human	new_candidate	
cbx1	CBX1;Cbx1	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
cbx2	CBX2;Cbx2	human;mouse	Lambert_HumanTFs;TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
cbx3	CBX3;Cbx3	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
cbx4	CBX4	human	TFLink					new_candidate				1	false	human	new_candidate	
cbx5	CBX5	human	TFLink					new_candidate				1	false	human	new_candidate	
cbx6	CBX6;Cbx6	human;mouse	TFLink;TRRUST	TRRUST				new_candidate	existing_public_pair_union			2	false	human	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
cbx7	CBX7;Cbx7	human;mouse	TFLink;TRRUST	TRRUST				existing_public_pair_union	new_candidate			2	false	mouse	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
cbx8	CBX8;Cbx8	human;mouse	TFLink;TRRUST	TRRUST				existing_public_pair_union	new_candidate			2	false	mouse	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
cc2d1a	CC2D1A;Cc2d1a	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
ccar2	CCAR2	human	TFLink					new_candidate				1	false	human	new_candidate	
ccdc169-sohlh2	CCDC169-SOHLH2	human	AnimalTFDB3;Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
ccdc17	CCDC17	human	Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
ccdc88a	CCDC88A	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ccl5	Ccl5	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
ccnd1	Ccnd1	mouse	TFLink;TRRUST	TRRUST					existing_public_pair_union			1	false		existing_or_canonical	
ccnd2	CCND2	human	TFLink					new_candidate				1	false	human	new_candidate	
ccnt2	CCNT2	human	TFLink					new_candidate				1	false	human	new_candidate	
ccny	Ccny	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
cd7	Cd7	mouse	TFLink;TRRUST	TRRUST					existing_public_pair_union			1	false		existing_or_canonical	
cd8a	CD8A	human	TFLink					new_candidate				1	false	human	new_candidate	
cdc5l	CDC5L;Cdc5l	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				existing_public_pair_union	new_candidate			2	false	mouse	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
cdc73	CDC73	human	TFLink					new_candidate				1	false	human	new_candidate	
cdca7l	CDCA7L	human	TFLink;TRRUST	TRRUST				existing_public_pair_union				1	false		existing_or_canonical	
cdip1	CDIP1;Cdip1	human;mouse	AnimalTFDB3					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
cdk12	CDK12	human	TFLink					new_candidate				1	false	human	new_candidate	
cdk2	CDK2	human	TFLink					new_candidate				1	false	human	new_candidate	
cdk6	CDK6;Cdk6	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
cdk7	CDK7;Cdk7	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
cdk8	CDK8;Cdk8	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
cdk9	CDK9;Cdk9	human;mouse	TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
cdkn1b	CDKN1B	human	TFLink					new_candidate				1	false	human	new_candidate	
cdx1	CDX1;Cdx1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;NFIRegulomeDB_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;PAZAR;PAZAR_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2				existing_public_pair_union	existing_public_pair_union	new_candidate		3	false	vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
cdx2	CDX2;Cdx2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_CollecTRI;IntAct_CollecTRI2;IntAct_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;PAZAR;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TFe_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon	existing_public_pair_union	existing_public_pair_union	canonical_name_or_species_scope_match	16807	3	true		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
cdx4	CDX4;Cdx4	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				new_candidate	existing_public_pair_union	new_candidate		3	false	human;vertebrates	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
cdyl	Cdyl	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
cebpa	CEBPA;Cebpa	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;CytReg_CollecTRI;CytReg_CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_CollecTRI;IntAct_CollecTRI2;IntAct_DoRothEA;JASPAR_DoRothEA;KEGG-MEDICUS;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ORegAnno;ORegAnno_DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon	existing_public_pair_union	existing_public_pair_union	canonical_name_or_species_scope_match	16808	3	true		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.; Vertebrate JASPAR/profile scope is not treated as human/mouse evidence.
