tf_key	display_symbols	species_scopes	source_registries	reported_contributor_labels	human_current_sets	mouse_current_sets	vertebrate_profile_current_sets	human_status	mouse_status	vertebrate_profile_status	current_entity_ids	species_scope_count	current_any_species	new_species_scopes	dedupe_status	notes
a0a087wpa7	A0A087WPA7	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ORegAnno;ORegAnno_DoRothEA;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a087wr05	A0A087WR05	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;CytReg_CollecTRI;CytReg_CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_CollecTRI;IntAct_CollecTRI2;IntAct_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;PAZAR;PAZAR_DoRothEA;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a087wsp5	A0A087WSP5	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;CytReg_CollecTRI;CytReg_CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ENCODE-distal;ENCODE-proximal;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_CollecTRI;IntAct_CollecTRI2;IntAct_DoRothEA;JASPAR_DoRothEA;KEGG-MEDICUS;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ORegAnno;ORegAnno_DoRothEA;PAZAR;PAZAR_DoRothEA;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a0a6ywe3	A0A0A6YWE3	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0a6ywq4	A0A0A6YWQ4	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0g2jem8	A0A0G2JEM8	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ENCODE-proximal;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0j9ytu7	A0A0J9YTU7	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ENCODE-proximal;ExTRI2_CollecTRI2;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j021	A0A0R4J021	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;KEGG-MEDICUS;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j046	A0A0R4J046	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j082	A0A0R4J082	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;GEREDB_CollecTRI;GEREDB_CollecTRI2;JASPAR_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j096	A0A0R4J096	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;CytReg_CollecTRI;CytReg_CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j0i0	A0A0R4J0I0	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j0y5	A0A0R4J0Y5	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ReMap_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j193	A0A0R4J193	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j1z4	A0A0R4J1Z4	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;CytReg_CollecTRI;CytReg_CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j249	A0A0R4J249	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;DoRothEA;HOCOMOCO_DoRothEA;ReMap_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0r4j292	A0A0R4J292	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a0u1rnl9	A0A0U1RNL9	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;IntAct_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a1y7vjr5	A0A1Y7VJR5	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a1y7vml1	A0A1Y7VML1	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a286ydi1	A0A286YDI1	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a2r8w6r9	A0A2R8W6R9	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;IntAct_DoRothEA;JASPAR_DoRothEA;NFIRegulomeDB_DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a5k1vvq7	A0A5K1VVQ7	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a0a6i8mwy6	A0A6I8MWY6	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ReMap_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a0a979hlr9	A0A979HLR9	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;CytReg_CollecTRI;CytReg_CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ENCODE-distal;ENCODE-proximal;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_DoRothEA;JASPAR_DoRothEA;NFIRegulomeDB_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ORegAnno;ORegAnno_DoRothEA;PAZAR;PAZAR_DoRothEA;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a2a5c3	A2A5C3	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a3kn90	A3KN90	mouse	OmniPath_DoRothEA	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;GEREDB_CollecTRI;GEREDB_CollecTRI2;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
a430033k04rik	A430033K04Rik	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
a4qpd3	A4QPD3	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;CytReg_CollecTRI;CytReg_CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;RegNetwork_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2					existing_public_pair_union			1	false		existing_or_canonical	
a5d6p6	A5D6P6	mouse	OmniPath_DoRothEA	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;JASPAR_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA					existing_public_pair_union			1	false		existing_or_canonical	
aatf	AATF;Aatf	human;mouse	TFLink;TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union			2	false		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
abcc9	Abcc9	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
abl1	ABL1;Abl1	human;mouse	TFLink;TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union			2	false		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
ac002310.5	AC002310.5	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac004080.3	AC004080.3	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac005324.4	AC005324.4	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac008758.1	AC008758.1	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac008770.2	AC008770.2	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac008770.3	AC008770.3	human	Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
ac010422.6	AC010422.6	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac010487.3	AC010487.3	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac010616.1	AC010616.1	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac012531.3	AC012531.3	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac019117.3	AC019117.3	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac020909.1	AC020909.1	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac022167.5	AC022167.5	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac023509.3	AC023509.3	human	AnimalTFDB3;Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
ac025287.4	AC025287.4	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac067968.1	AC067968.1	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac073111.3	AC073111.3	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac073111.5	AC073111.5	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac073612.1	AC073612.1	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac092329.3	AC092329.3	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac092835.1	AC092835.1	human	AnimalTFDB3;Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
ac105001.2	AC105001.2	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac113536.1	AC113536.1	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
ac115220.1	AC115220.1	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac118549	AC118549	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
ac138696.1	AC138696.1	human	AnimalTFDB3;Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
ac153379	AC153379	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
ac166164	AC166164	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
ac168977.1	AC168977.1	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
ac170751.2	AC170751.2	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
ac187653.1	AC187653.1	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
acss2	Acss2	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
acvr1	Acvr1	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
ada2	ADA2	human	TFLink					new_candidate				1	false	human	new_candidate	
adcyap1	ADCYAP1	human	TFLink					new_candidate				1	false	human	new_candidate	
adnp	ADNP;Adnp	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
adnp2	ADNP2;Adnp2	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
aebp1	AEBP1	human	Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
aebp2	AEBP2;Aebp2	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				new_candidate	existing_public_pair_union			2	false	human	existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
aes	AES;Aes	human;mouse	TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union			2	false		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
aff1	AFF1;Aff1	human;mouse	AnimalTFDB3;TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
aff2	AFF2;Aff2	human;mouse	AnimalTFDB3					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
aff3	AFF3;Aff3	human;mouse	AnimalTFDB3;TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
aff4	AFF4;Aff4	human;mouse	AnimalTFDB3;TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
ago1	AGO1	human	TFLink					new_candidate				1	false	human	new_candidate	
ago2	AGO2	human	TFLink					new_candidate				1	false	human	new_candidate	
ahctf1	AHCTF1;Ahctf1	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
ahcy	Ahcy	mouse	TFLink						new_candidate			1	false	mouse	new_candidate	
ahdc1	AHDC1	human	Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
ahr	AHR;Ahr	human;mouse	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA	canonical_tf_edge;canonical_tf_role;module_22B_regulon	canonical_tf_edge;canonical_tf_role;module_22B_regulon		existing_public_pair_union	existing_public_pair_union		16799	2	true		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
ahrr	AHRR;Ahrr	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
ai854703	AI854703	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
ai987944	AI987944	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
aip	AIP	human	TFLink;TRRUST	TRRUST				existing_public_pair_union				1	false		existing_or_canonical	
aire	AIRE;Aire	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	TRRUST				existing_public_pair_union	existing_public_pair_union			2	false		existing_or_canonical	Cross-species inventory collapse only; retain species-specific evidence records separately.
akap8	AKAP8	human	Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
akap8l	AKAP8L	human	Lambert_HumanTFs					new_candidate				1	false	human	new_candidate	
akna	AKNA;Akna	human;mouse	AnimalTFDB3;Lambert_HumanTFs					new_candidate	new_candidate			2	false	human;mouse	new_candidate	Cross-species inventory collapse only; retain species-specific evidence records separately.
al033529.1	AL033529.1	human	AnimalTFDB3					new_candidate				1	false	human	new_candidate	
al590629.2	AL590629.2	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
al590629.4	AL590629.4	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
al593853.1	AL593853.1	mouse	AnimalTFDB3						new_candidate			1	false	mouse	new_candidate	
alkbh3	ALKBH3	human	TFLink					new_candidate				1	false	human	new_candidate	
