"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_abstract"	"source_metadata_url"
"P2FALLBACK-20B-M20B-EVID-004893-P2-FUNC"	"20B"	"M20B-EVID-004893-P2-FUNC"	""	"PMID:25535841; PMCID:PMC4303762; DOI:10.7554/eLife.05401; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PEDF_PMC4303762_fulltext.xml"	"25535841"	"PMC4303762"	"10.7554/eLife.05401"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SERPINF1_PLXDC_selected_records.xml"	"Identification of PLXDC1 and PLXDC2 as the transmembrane receptors for the multifunctional factor PEDF."	"Guo Cheng; Ming Zhong; Riki Kawaguchi; Miki Kassai; Muayyad Al-Ubaidi; Jun Deng; Mariam Ter-Stepanian; Hui Sun"	"2014"	"eLife"	"Pigment Epithelium Derived Factor (PEDF) is a secreted factor that has broad biological activities. It was first identified as a neurotrophic factor and later as the most potent natural antiangiogenic factor, a stem cell niche factor, and an inhibitor of cancer cell growth. Numerous animal models demonstrated its therapeutic value in treating blinding diseases and diverse cancer types. A long-standing challenge is to reveal how PEDF acts on its target cells and the identities of the cell-surface receptors responsible for its activities. Here we report the identification of transmembrane proteins PLXDC1 and PLXDC2 as cell-surface receptors for PEDF. Using distinct cellular models, we demonstrate their cell type-specific receptor activities through loss of function and gain of function studies. Our experiments suggest that PEDF receptors form homooligomers under basal conditions, and PEDF dissociates the homooligomer to activate the receptors. Mutations in the intracellular domain can have profound effects on receptor activities."	"https://pubmed.ncbi.nlm.nih.gov/25535841/"
"P2FALLBACK-20B-M20B-EVID-004893-P2-RELAY"	"20B"	"M20B-EVID-004893-P2-RELAY"	""	"PMID:25535841; PMCID:PMC4303762; DOI:10.7554/eLife.05401; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PEDF_PMC4303762_fulltext.xml"	"25535841"	"PMC4303762"	"10.7554/eLife.05401"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SERPINF1_PLXDC_selected_records.xml"	"Identification of PLXDC1 and PLXDC2 as the transmembrane receptors for the multifunctional factor PEDF."	"Guo Cheng; Ming Zhong; Riki Kawaguchi; Miki Kassai; Muayyad Al-Ubaidi; Jun Deng; Mariam Ter-Stepanian; Hui Sun"	"2014"	"eLife"	"Pigment Epithelium Derived Factor (PEDF) is a secreted factor that has broad biological activities. It was first identified as a neurotrophic factor and later as the most potent natural antiangiogenic factor, a stem cell niche factor, and an inhibitor of cancer cell growth. Numerous animal models demonstrated its therapeutic value in treating blinding diseases and diverse cancer types. A long-standing challenge is to reveal how PEDF acts on its target cells and the identities of the cell-surface receptors responsible for its activities. Here we report the identification of transmembrane proteins PLXDC1 and PLXDC2 as cell-surface receptors for PEDF. Using distinct cellular models, we demonstrate their cell type-specific receptor activities through loss of function and gain of function studies. Our experiments suggest that PEDF receptors form homooligomers under basal conditions, and PEDF dissociates the homooligomer to activate the receptors. Mutations in the intracellular domain can have profound effects on receptor activities."	"https://pubmed.ncbi.nlm.nih.gov/25535841/"
"P2FALLBACK-20B-M20B-EVID-004910-P2-DIRECT"	"20B"	"M20B-EVID-004910-P2-DIRECT"	""	"PMID:17086203; DOI:10.1038/nature05246; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_BOC_selected_records.xml"	"17086203"	""	"10.1038/nature05246"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_BOC_selected_records.xml"	"Boc is a receptor for sonic hedgehog in the guidance of commissural axons."	"Ami Okada; Frédéric Charron; Steves Morin; David S Shin; Karen Wong; Pierre J Fabre; Marc Tessier-Lavigne; Susan K McConnell"	"2006"	"Nature"	"In the spinal cord, sonic hedgehog (Shh) is secreted by the floor plate to control the generation of distinct classes of ventral neurons along the dorsoventral axis. Genetic and in vitro studies have shown that Shh also later acts as a midline-derived chemoattractant for commissural axons. However, the receptor(s) responsible for Shh attraction remain unknown. Here we show that two Robo-related proteins, Boc and Cdon, bind specifically to Shh and are therefore candidate receptors for the action of Shh as an axon guidance ligand. Boc is expressed by commissural neurons, and targeted disruption of Boc in mouse results in the misguidance of commissural axons towards the floor plate. RNA-interference-mediated knockdown of Boc impairs the ability of rat commissural axons to turn towards an ectopic source of Shh in vitro. Taken together, these data suggest that Boc is essential as a receptor for Shh in commissural axon guidance."	"https://pubmed.ncbi.nlm.nih.gov/17086203/"
"P2FALLBACK-20B-M20B-EVID-004911-P2-DIRECT"	"20B"	"M20B-EVID-004911-P2-DIRECT"	""	"PMID:18794898; PMCID:PMC2679680; DOI:10.1038/nature07358; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_CDON_selected_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_CDON_PMC2679680_fulltext.xml"	"18794898"	"PMC2679680"	"10.1038/nature07358"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_BOC_selected_records.xml"	"The mode of Hedgehog binding to Ihog homologues is not conserved across different phyla."	"Jason S McLellan; Xiaoyan Zheng; Glenn Hauk; Rodolfo Ghirlando; Philip A Beachy; Daniel J Leahy"	"2008"	"Nature"	"Hedgehog (Hh) proteins specify tissue pattern in metazoan embryos by forming gradients that emanate from discrete sites of expression and elicit concentration-dependent cellular differentiation or proliferation responses. Cellular responses to Hh and the movement of Hh through tissues are both precisely regulated, and abnormal Hh signalling has been implicated in human birth defects and cancer. Hh signalling is mediated by its amino-terminal domain (HhN), which is dually lipidated and secreted as part of a multivalent lipoprotein particle. Reception of the HhN signal is modulated by several cell-surface proteins on responding cells, including Patched (Ptc), Smoothened (Smo), Ihog (known as CDO or CDON in mammals) and the vertebrate-specific proteins Hip (also known as Hhip) and Gas1 (ref. 11). Drosophila Ihog and its vertebrate homologues CDO and BOC contain multiple immunoglobulin and fibronectin type III (FNIII) repeats, and the first FNIII repeat of Ihog binds Drosophila HhN in a heparin-dependent manner. Surprisingly, pull-down experiments suggest that a mammalian Sonic hedgehog N-terminal domain (ShhN) binds a non-orthologous FNIII repeat of CDO. Here we report biochemical, biophysical and X-ray structural studies of a complex between ShhN and the third FNIII repeat of CDO. We show that the ShhN-CDO interaction is completely unlike the HhN-Ihog interaction and requires calcium, which binds at a previously undetected site on ShhN. This site is conserved in nearly all Hh proteins and is a hotspot for mediating interactions between ShhN and CDO, Ptc, Hip and Gas1. Mutations in vertebrate Hh proteins causing holoprosencephaly and brachydactyly type A1 map to this calcium-binding site and disrupt interactions with these partners."	"https://pubmed.ncbi.nlm.nih.gov/18794898/"
"P2FALLBACK-20B-M20B-EVID-004913-P2-DIRECT"	"20B"	"M20B-EVID-004913-P2-DIRECT"	""	"PMID:23931997; DOI:10.1016/j.neuron.2013.05.025; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GPC1_selected_records.xml"	"23931997"	""	"10.1016/j.neuron.2013.05.025"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GPC1_selected_records.xml"	"Sonic hedgehog regulates its own receptor on postcrossing commissural axons in a glypican1-dependent manner."	"Nicole H Wilson; Esther T Stoeckli"	"2013"	"Neuron"	"Upon reaching their intermediate target, the floorplate, commissural axons acquire responsiveness to repulsive guidance cues, allowing the axons to exit the midline and adopt a contralateral, longitudinal trajectory. The molecular mechanisms that regulate this switch from attraction to repulsion remain poorly defined. Here, we show that the heparan sulfate proteoglycan Glypican1 (GPC1) is required as a coreceptor for the Shh-dependent induction of Hedgehog-interacting protein (Hhip) in commissural neurons. In turn, Hhip is required for postcrossing axons to respond to a repulsive anteroposterior Shh gradient. Thus, Shh is a cue with dual function. In precrossing axons it acts as an attractive guidance molecule in a transcription-independent manner. At the same time, Shh binds to GPC1 to induce the expression of its own receptor, Hhip, which mediates the repulsive response of postcrossing axons to Shh. Our study characterizes a molecular mechanism by which navigating axons switch their responsiveness at intermediate targets."	"https://pubmed.ncbi.nlm.nih.gov/23931997/"
"P2FALLBACK-20B-M20B-EVID-004913-P2-FUNC"	"20B"	"M20B-EVID-004913-P2-FUNC"	""	"PMID:23931997; DOI:10.1016/j.neuron.2013.05.025; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GPC1_selected_records.xml"	"23931997"	""	"10.1016/j.neuron.2013.05.025"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GPC1_selected_records.xml"	"Sonic hedgehog regulates its own receptor on postcrossing commissural axons in a glypican1-dependent manner."	"Nicole H Wilson; Esther T Stoeckli"	"2013"	"Neuron"	"Upon reaching their intermediate target, the floorplate, commissural axons acquire responsiveness to repulsive guidance cues, allowing the axons to exit the midline and adopt a contralateral, longitudinal trajectory. The molecular mechanisms that regulate this switch from attraction to repulsion remain poorly defined. Here, we show that the heparan sulfate proteoglycan Glypican1 (GPC1) is required as a coreceptor for the Shh-dependent induction of Hedgehog-interacting protein (Hhip) in commissural neurons. In turn, Hhip is required for postcrossing axons to respond to a repulsive anteroposterior Shh gradient. Thus, Shh is a cue with dual function. In precrossing axons it acts as an attractive guidance molecule in a transcription-independent manner. At the same time, Shh binds to GPC1 to induce the expression of its own receptor, Hhip, which mediates the repulsive response of postcrossing axons to Shh. Our study characterizes a molecular mechanism by which navigating axons switch their responsiveness at intermediate targets."	"https://pubmed.ncbi.nlm.nih.gov/23931997/"
"P2FALLBACK-20B-M20B-EVID-004913-P2-RELAY"	"20B"	"M20B-EVID-004913-P2-RELAY"	""	"PMID:23931997; DOI:10.1016/j.neuron.2013.05.025; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GPC1_selected_records.xml"	"23931997"	""	"10.1016/j.neuron.2013.05.025"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GPC1_selected_records.xml"	"Sonic hedgehog regulates its own receptor on postcrossing commissural axons in a glypican1-dependent manner."	"Nicole H Wilson; Esther T Stoeckli"	"2013"	"Neuron"	"Upon reaching their intermediate target, the floorplate, commissural axons acquire responsiveness to repulsive guidance cues, allowing the axons to exit the midline and adopt a contralateral, longitudinal trajectory. The molecular mechanisms that regulate this switch from attraction to repulsion remain poorly defined. Here, we show that the heparan sulfate proteoglycan Glypican1 (GPC1) is required as a coreceptor for the Shh-dependent induction of Hedgehog-interacting protein (Hhip) in commissural neurons. In turn, Hhip is required for postcrossing axons to respond to a repulsive anteroposterior Shh gradient. Thus, Shh is a cue with dual function. In precrossing axons it acts as an attractive guidance molecule in a transcription-independent manner. At the same time, Shh binds to GPC1 to induce the expression of its own receptor, Hhip, which mediates the repulsive response of postcrossing axons to Shh. Our study characterizes a molecular mechanism by which navigating axons switch their responsiveness at intermediate targets."	"https://pubmed.ncbi.nlm.nih.gov/23931997/"
"P2FALLBACK-20B-M20B-EVID-004915-P2-DIRECT"	"20B"	"M20B-EVID-004915-P2-DIRECT"	""	"PMID:11472839; DOI:10.1016/S0925-4773(01)00427-0; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_HHIP_selected_records.xml"	"11472839"	""	"10.1016/s0925-4773(01)00427-0"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_HHIP_selected_records.xml"	"Comparative biological responses to human Sonic, Indian, and Desert hedgehog."	"S Pathi; S Pagan-Westphal; D P Baker; E A Garber; P Rayhorn; D Bumcrot; C J Tabin; R Blake Pepinsky; K P Williams"	"2001"	"Mechanisms of development"	"A comprehensive comparison of Sonic (Shh), Indian (Ihh), and Desert (Dhh) hedgehog biological activities has not previously been undertaken. To test whether the three higher vertebrate Hh proteins have distinct biological properties, we compared recombinant forms of the N-terminal domains of human Shh, Ihh, and Dhh in a variety of cell-based and tissue explant assays in which their activities could be assessed at a range of concentrations. While we observed that the proteins were similar in their affinities for the Hh-binding proteins; Patched (Ptc) and Hedgehog-interacting protein (Hip), and were equipotent in their ability to induce Islet-1 in chick neural plate explant; there were dramatic differences in their potencies in several other assays. Most dramatic were the Hh-dependent responses of C3H10T1/2 cells, where relative potencies ranged from 80nM for Shh, to 500nM for Ihh, to >5microM for Dhh. Similar trends in potency were seen in the ability of the three Hh proteins to induce differentiation of chondrocytes in embryonic mouse limbs, and to induce the expression of nodal in the lateral plate mesoderm of early chick embryos. However, in a chick embryo digit duplication assay used to measure polarizing activity, Ihh was the least active, and Dhh was almost as potent as Shh. These findings suggest that a mechanism for fine-tuning the biological actions of Shh, Ihh, and Dhh, exists beyond the simple temporal and spatial control of their expression domains within the developing and adult organism."	"https://pubmed.ncbi.nlm.nih.gov/11472839/"
"P2FALLBACK-20B-M20B-EVID-004915-P2-FUNC"	"20B"	"M20B-EVID-004915-P2-FUNC"	""	"PMID:12917290; DOI:10.1242/dev.00653; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_HHIP_selected_records.xml"	"12917290"	""	"10.1242/dev.00653"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_HHIP_selected_records.xml"	"Combined activities of hedgehog signaling inhibitors regulate pancreas development."	"Hiroshi Kawahira; Nancy H Ma; Emmanouhl S Tzanakakis; Andrew P McMahon; Pao-Tien Chuang; Matthias Hebrok"	"2003"	"Development (Cambridge, England)"	"Hedgehog signaling is known to regulate tissue morphogenesis and cell differentiation in a dose-dependent manner. Loss of Indian hedgehog (Ihh) results in reduction in pancreas size, indicating a requirement for hedgehog signaling during pancreas development. By contrast, ectopic expression of sonic hedgehog (Shh) inhibits pancreatic marker expression and results in transformation of pancreatic mesenchyme into duodenal mesoderm. These observations suggest that hedgehog signaling activity has to be regulated tightly to ensure proper pancreas development. We have analyzed the function of two hedgehog inhibitors, Hhip and patched 1 (Ptch), during pancreas formation. Our results indicated that loss of Hhip results in increased hedgehog signaling within the pancreas anlage. Pancreas morphogenesis, islet formation and endocrine cell proliferation is impaired in Hhip mutant embryos. Additional loss of one Ptch allele in Hhip-/-Ptch+/- embryos further impairs pancreatic growth and endodermal cell differentiation. These results demonstrate combined requirements for Hhip and Ptch during pancreas development and point to a dose-dependent response to hedgehog signaling within pancreatic tissue. Reduction of Fgf10 expression in Hhip homozygous mutants suggests that at least some of the observed phenotypes result from hedgehog-mediated inhibition of Fgf signaling at early stages."	"https://pubmed.ncbi.nlm.nih.gov/12917290/"
"P2FALLBACK-20B-M20B-EVID-004915-P2-RELAY"	"20B"	"M20B-EVID-004915-P2-RELAY"	""	"PMID:15294024; PMCID:PMC512291; DOI:10.1186/1471-2334-4-43; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_HHIP_PMC512291_fulltext.xml"	"15294024"	"PMC512291"	"10.1186/1471-2407-4-43"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_HHIP_selected_records.xml"	"Hedgehog-interacting protein is highly expressed in endothelial cells but down-regulated during angiogenesis and in several human tumors."	"Catherine L Olsen; Pin-Pin Hsu; Jens Glienke; Gabor M Rubanyi; Alan R Brooks"	"2004"	"BMC cancer"	"The Hedgehog (Hh) signaling pathway regulates a variety of developmental processes, including vasculogenesis, and can also induce the expression of pro-angiogenic factors in fibroblasts postnatally. Misregulation of the Hh pathway has been implicated in a variety of different types of cancer, including pancreatic and small-cell lung cancer. Recently a putative antagonist of the pathway, Hedgehog-interacting protein (HIP), was identified as a Hh binding protein that is also a target of Hh signaling. We sought to clarify possible roles for HIP in angiogenesis and cancer. Inhibition of Hh signaling by HIP was assayed by measuring the induction of Ptc-1 mRNA in TM3 cells treated with conditioned medium containing Sonic hedgehog (Shh). Angiogenesis was assayed in vitro by EC tube formation on Matrigel. Expression of HIP mRNA was assayed in cells and tissues by Q-RT-PCR and Western blot. HIP expression in human tumors or mouse xenograft tumors compared to normal tissues was assayed by Q-RT-PCR or hybridization of RNA probes to a cancer profiling array. We show that Hedgehog-interacting protein (HIP) is abundantly expressed in vascular endothelial cells (EC) but at low or undetectable levels in other cell types. Expression of HIP in mouse epithelial cells attenuated their response to Shh, demonstrating that HIP can antagonize Hh signaling when expressed in the responding cell, and supporting the hypothesis that HIP blocks Hh signaling in EC. HIP expression was significantly reduced in tissues undergoing angiogenesis, including PC3 human prostate cancer and A549 human lung cancer xenograft tumors, as well as in EC undergoing tube formation on Matrigel. HIP expression was also decreased in several human tumors of the liver, lung, stomach, colon and rectum when compared to the corresponding normal tissue. These results suggest that reduced expression of HIP, a naturally occurring Hh pathway antagonist, in tumor neo-vasculature may contribute to increased Hh signaling within the tumor and possibly promote angiogenesis."	"https://pubmed.ncbi.nlm.nih.gov/15294024/"
"P2FALLBACK-20B-M20B-EVID-004919-P2-DIRECT"	"20B"	"M20B-EVID-004919-P2-DIRECT"	""	"PMID:19480626; DOI:10.1042/BJ20090341; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_selected_records.xml"	"19480626"	""	"10.1042/BJ20090341"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_selected_records.xml"	"Isolation and characterization of a secreted, cell-surface glycoprotein SCUBE2 from humans."	"Ming-Tzu Tsai; Chien-Jui Cheng; Yuh-Charn Lin; Chun-Chuan Chen; Ann-Ru Wu; Min-Tzu Wu; Cheng-Chin Hsu; Ruey-Bing Yang"	"2009"	"The Biochemical journal"	"SCUBE2 [signal peptide, CUB domain, EGF (epidermal growth factor)-like protein 2] belongs to an evolutionarily conserved SCUBE protein family, which possesses domain organization characteristic of an N-terminal signal peptide sequence followed by nine EGF-like repeats, a spacer region, three cysteine-rich repeat motifs, and one CUB domain at the C-terminus. Despite several genetic analyses suggesting that the zebrafish orthologue of the mammalian SCUBE2 gene participates in HH (Hedgehog) signalling, the complete full-length cDNA and biochemical function for mammalian SCUBE2 on HH signalling remains uninvestigated. In the present study, we isolated the full-length cDNA and studied the role of human SCUBE2 in the HH signalling cascade. When overexpressed, recombinant human SCUBE2 manifests as a secreted surface-anchored glycoprotein. Deletion mapping analysis defines the critical role of the spacer region and/or cysteine-rich repeats for membrane association. Further biochemical analyses and functional reporter assays demonstrated that human SCUBE2 can specifically interact with SHH (Sonic Hedgehog) and SHH receptor PTCH1 (Patched-1), and enhance the SHH signalling activity within the cholesterol-rich raft microdomains of the plasma membranes. Together, our results reveal that human SCUBE2 is a novel positive component of the HH signal, acting upstream of ligand binding at the plasma membrane. Thus human SCUBE2 could play important roles in HH-related biology and pathology, such as during organ development and tumour progression."	"https://pubmed.ncbi.nlm.nih.gov/19480626/"
"P2FALLBACK-20B-M20B-EVID-004919-P2-FUNC"	"20B"	"M20B-EVID-004919-P2-FUNC"	""	"PMID:37142671; DOI:10.1002/jcp.22190; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_selected_records.xml"	"37142671"	"PMC10235122"	"10.1038/s41422-023-00810-6"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_selected_records.xml"	"SCUBE2 mediates bone metastasis of luminal breast cancer by modulating immune-suppressive osteoblastic niches."	"Qiuyao Wu; Pu Tian; Dasa He; Zhenchang Jia; Yunfei He; Wenqian Luo; Xianzhe Lv; Yuan Wang; Peiyuan Zhang; Yajun Liang; Wenjin Zhao; Jun Qin; Peng Su; Yi-Zhou Jiang; Zhi-Ming Shao; Qifeng Yang; Guohong Hu"	"2023"	"Cell research"	"Estrogen receptor (ER)-positive luminal breast cancer is a subtype with generally lower risk of metastasis to most distant organs. However, bone recurrence occurs preferentially in luminal breast cancer. The mechanisms of this subtype-specific organotropism remain elusive. Here we show that an ER-regulated secretory protein SCUBE2 contributes to bone tropism of luminal breast cancer. Single-cell RNA sequencing analysis reveals osteoblastic enrichment by SCUBE2 in early bone-metastatic niches. SCUBE2 facilitates release of tumor membrane-anchored SHH to activate Hedgehog signaling in mesenchymal stem cells, thus promoting osteoblast differentiation. Osteoblasts deposit collagens to suppress NK cells via the inhibitory LAIR1 signaling and promote tumor colonization. SCUBE2 expression and secretion are associated with osteoblast differentiation and bone metastasis in human tumors. Targeting Hedgehog signaling with Sonidegib and targeting SCUBE2 with a neutralizing antibody both effectively suppress bone metastasis in multiple metastasis models. Overall, our findings provide a mechanistic explanation for bone preference in luminal breast cancer metastasis and new approaches for metastasis treatment."	"https://pubmed.ncbi.nlm.nih.gov/37142671/"
"P2FALLBACK-20B-M20B-EVID-004940-P2-DIRECT"	"20B"	"M20B-EVID-004940-P2-DIRECT"	""	"PMID:19333378; PMCID:PMC2659420; DOI:10.1371/journal.pone.0005006; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_selected_records.xml"	"19333378"	"PMC2659420"	"10.1371/journal.pone.0005006"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_selected_records.xml"	"The phospholipid scramblases 1 and 4 are cellular receptors for the secretory leukocyte protease inhibitor and interact with CD4 at the plasma membrane."	"Bénédicte Py; Stéphane Basmaciogullari; Jérôme Bouchet; Marion Zarka; Ivan C Moura; Marc Benhamou; Renato C Monteiro; Hakim Hocini; Ricardo Madrid; Serge Benichou"	"2009"	"PloS one"	"Secretory leukocyte protease inhibitor (SLPI) is secreted by epithelial cells in all the mucosal fluids such as saliva, cervical mucus, as well in the seminal liquid. At the physiological concentrations found in saliva, SLPI has a specific antiviral activity against HIV-1 that is related to the perturbation of the virus entry process at a stage posterior to the interaction of the viral surface glycoprotein with the CD4 receptor. Here, we confirm that recombinant SLPI is able to inhibit HIV-1 infection of primary T lymphocytes, and show that SLPI can also inhibit the transfer of HIV-1 virions from primary monocyte-derived dendritic cells to autologous T lymphocytes. At the molecular level, we show that SLPI is a ligand for the phospholipid scramblase 1 (PLSCR1) and PLSCR4, membrane proteins that are involved in the regulation of the movements of phospholipids between the inner and outer leaflets of the plasma membrane. Interestingly, we reveal that PLSCR1 and PLSCR4 also interact directly with the CD4 receptor at the cell surface of T lymphocytes. We find that the same region of the cytoplasmic domain of PLSCR1 is involved in the binding to CD4 and SLPI. Since SLPI was able to disrupt the association between PLSCR1 and CD4, our data suggest that SLPI inhibits HIV-1 infection by modulating the interaction of the CD4 receptor with PLSCRs. These interactions may constitute new targets for antiviral intervention."	"https://pubmed.ncbi.nlm.nih.gov/19333378/"
"P2FALLBACK-20B-M20B-EVID-004940-P2-DIRECT-FT"	"20B"	"M20B-EVID-004940-P2-DIRECT-FT"	""	"PMID:19333378; PMCID:PMC2659420; DOI:10.1371/journal.pone.0005006; https://pmc.ncbi.nlm.nih.gov/articles/PMC2659420/"	"19333378"	"PMC2659420"	"10.1371/journal.pone.0005006"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_selected_records.xml"	"The phospholipid scramblases 1 and 4 are cellular receptors for the secretory leukocyte protease inhibitor and interact with CD4 at the plasma membrane."	"Bénédicte Py; Stéphane Basmaciogullari; Jérôme Bouchet; Marion Zarka; Ivan C Moura; Marc Benhamou; Renato C Monteiro; Hakim Hocini; Ricardo Madrid; Serge Benichou"	"2009"	"PloS one"	"Secretory leukocyte protease inhibitor (SLPI) is secreted by epithelial cells in all the mucosal fluids such as saliva, cervical mucus, as well in the seminal liquid. At the physiological concentrations found in saliva, SLPI has a specific antiviral activity against HIV-1 that is related to the perturbation of the virus entry process at a stage posterior to the interaction of the viral surface glycoprotein with the CD4 receptor. Here, we confirm that recombinant SLPI is able to inhibit HIV-1 infection of primary T lymphocytes, and show that SLPI can also inhibit the transfer of HIV-1 virions from primary monocyte-derived dendritic cells to autologous T lymphocytes. At the molecular level, we show that SLPI is a ligand for the phospholipid scramblase 1 (PLSCR1) and PLSCR4, membrane proteins that are involved in the regulation of the movements of phospholipids between the inner and outer leaflets of the plasma membrane. Interestingly, we reveal that PLSCR1 and PLSCR4 also interact directly with the CD4 receptor at the cell surface of T lymphocytes. We find that the same region of the cytoplasmic domain of PLSCR1 is involved in the binding to CD4 and SLPI. Since SLPI was able to disrupt the association between PLSCR1 and CD4, our data suggest that SLPI inhibits HIV-1 infection by modulating the interaction of the CD4 receptor with PLSCRs. These interactions may constitute new targets for antiviral intervention."	"https://pubmed.ncbi.nlm.nih.gov/19333378/"
